"customer_id","monetaryvalue","frequency","recency"
"16028","82","1","595"
"16029","122209","107","38"
"16030","331","1","309"
"16031","549","2","91"
"16032","1970","6","455"
"16033","10836","27","5"
"16034","929","6","195"
"16035","218","1","559"
"16036","2557","4","86"
"16037","1509","5","269"
"16038","472","3","7"
"16039","456","2","423"
"16040","2417","7","64"
"16041","3166","3","30"
"16042","2265","8","21"
"16043","1857","8","37"
"16044","341","1","434"
"16045","3435","8","119"
"16046","236","1","561"
"16047","107","1","681"
"16048","1075","4","372"
"16049","1900","6","39"
"16050","301","3","173"
"16051","188","1","681"
"16052","362","1","53"
"16053","3635","6","32"
"16054","2112","4","144"
"16055","135","1","220"
"16056","665","1","44"
"16057","3855","10","15"
"16058","63","1","405"
"16059","3218","12","65"
"16060","542","3","400"
"16061","90","1","430"
"16062","2863","8","9"
"16063","335","1","259"
"16064","111","1","724"
"16065","2383","8","364"
"16066","1522","5","16"
"16067","3395","3","562"
"16068","123","1","593"
"16069","458","1","417"
"16070","852","2","21"
"16071","1077","4","44"
"16072","4329","4","287"
"16073","122","1","296"
"16074","265","1","389"
"16075","737","2","502"
"16076","2235","10","2"
"16077","2300","1","625"
"16078","363","2","283"
"16079","1352","3","16"
"16080","603","4","81"
"16081","4460","8","55"
"16082","107","1","669"
"16083","2351","4","100"
"16084","436","1","298"
"16085","2344","12","22"
"16086","2865","10","58"
"16087","1740","5","388"
"16088","1437","2","575"
"16089","271","2","385"
"16090","206","1","623"
"16091","315","2","154"
"16092","1588","6","114"
"16093","17","1","106"
"16094","3696","11","11"
"16095","447","1","455"
"16096","1585","4","263"
"16097","185","1","239"
"16098","4448","14","87"
"16099","1573","7","49"
"16100","583","1","462"
"16101","3229","4","70"
"16102","1842","3","41"
"16103","6192","22","6"
"16104","2779","9","61"
"16105","2386","5","248"
"16106","108","1","65"
"16107","3204","7","17"
"16108","2236","4","84"
"16109","939","3","218"
"16110","1819","4","44"
"16111","562","1","427"
"16112","196","4","142"
"16113","161","1","182"
"16114","136","1","170"
"16115","2575","12","9"
"16116","613","1","211"
"16117","654","3","189"
"16118","4376","1","652"
"16119","1721","8","7"
"16120","3057","6","58"
"16121","1477","5","56"
"16122","1001","6","72"
"16123","308","1","51"
"16124","1772","4","316"
"16125","4588","14","366"
"16126","14647","15","28"
"16127","801","2","38"
"16128","3801","11","17"
"16129","1396","3","406"
"16130","987","4","421"
"16131","9957","12","51"
"16132","664","2","543"
"16133","22992","56","3"
"16134","2145","5","21"
"16135","819","2","262"
"16136","947","4","59"
"16137","423","1","679"
"16138","910","3","378"
"16139","1111","5","18"
"16140","1558","3","65"
"16141","956","2","87"
"16142","535","1","249"
"16143","4911","12","2"
"16144","175","1","246"
"16145","6805","19","8"
"16146","946","4","156"
"16147","2399","5","133"
"16148","387","2","295"
"16149","422","3","4"
"16150","4396","10","42"
"16152","1829","1","268"
"16153","5133","11","49"
"16155","797","5","381"
"16156","6218","20","8"
"16157","657","3","15"
"16158","628","9","521"
"16159","1233","4","281"
"16160","1025","2","64"
"16161","12832","43","1"
"16162","37","1","251"
"16163","2850","6","231"
"16164","822","3","16"
"16165","80","1","504"
"16166","436","2","427"
"16167","1386","5","413"
"16168","10636","66","10"
"16169","1823","4","7"
"16170","6869","20","50"
"16171","73","1","58"
"16172","1885","8","94"
"16173","1418","6","15"
"16174","2247","7","125"
"16175","1836","7","93"
"16176","2053","4","420"
"16177","2247","8","49"
"16178","613","2","137"
"16179","216","1","60"
"16180","16250","13","99"
"16181","306","1","72"
"16182","9972","9","71"
"16183","1078","4","66"
"16184","1159","6","63"
"16185","645","3","16"
"16186","9026","26","22"
"16187","6911","15","31"
"16188","1088","5","44"
"16189","215","2","15"
"16190","2724","8","39"
"16191","15688","24","2"
"16192","351","1","735"
"16193","630","2","236"
"16194","309","1","374"
"16195","323","1","722"
"16196","93","1","488"
"16197","2017","9","468"
"16198","1030","2","74"
"16199","943","7","391"
"16200","5643","12","3"
"16201","2112","5","2"
"16202","2502","9","360"
"16203","1115","6","58"
"16204","944","3","22"
"16205","1831","7","30"
"16206","2602","13","54"
"16207","394","1","24"
"16208","3440","10","44"
"16209","4147","9","88"
"16210","38490","35","1"
"16211","1091","3","88"
"16212","1294","4","18"
"16213","159","1","78"
"16214","2038","4","170"
"16215","242","1","80"
"16216","915","1","266"
"16217","304","2","234"
"16218","4440","13","29"
"16219","41","1","500"
"16221","2236","9","36"
"16222","1345","2","317"
"16223","1102","2","374"
"16224","1617","5","56"
"16225","2867","15","44"
"16226","672","5","202"
"16227","1027","3","224"
"16228","891","3","384"
"16229","2868","6","86"
"16230","542","2","189"
"16231","1078","4","378"
"16232","2713","7","43"
"16233","1966","9","70"
"16234","333","3","475"
"16235","2054","9","40"
"16236","432","1","77"
"16237","137","1","436"
"16238","64","1","422"
"16239","1492","6","56"
"16240","3719","2","23"
"16241","4329","16","9"
"16242","7474","14","7"
"16243","409","2","33"
"16244","2579","2","211"
"16245","1414","3","23"
"16246","827","2","459"
"16247","115","1","169"
"16248","153","1","61"
"16249","1800","5","52"
"16250","791","3","260"
"16251","128","1","511"
"16252","295","1","382"
"16253","7310","7","66"
"16254","985","3","377"
"16255","4907","15","16"
"16256","1629","3","266"
"16257","47","1","176"
"16258","11943","15","44"
"16259","362","3","409"
"16260","1035","1","50"
"16261","1059","6","16"
"16262","755","1","377"
"16263","351","1","422"
"16264","838","2","437"
"16265","6935","12","8"
"16266","1758","14","73"
"16267","187","1","590"
"16268","668","2","70"
"16269","718","1","437"
"16270","1141","1","352"
"16271","3463","10","2"
"16272","412","1","116"
"16273","336","2","647"
"16274","716","1","372"
"16275","2151","3","196"
"16276","2629","3","176"
"16277","189","1","733"
"16278","1118","3","99"
"16279","5705","9","20"
"16280","238","1","724"
"16281","3424","3","71"
"16282","1308","3","339"
"16283","4404","8","5"
"16284","1030","3","30"
"16285","177","1","645"
"16286","329","2","476"
"16287","1007","5","169"
"16288","130","1","469"
"16289","136","1","461"
"16290","2069","4","464"
"16291","118","1","681"
"16292","1254","5","121"
"16293","4658","15","21"
"16294","126","1","476"
"16295","1329","4","9"
"16296","1314","4","625"
"16297","302","1","268"
"16298","1086","7","22"
"16299","194","1","476"
"16300","1392","3","429"
"16301","107","1","736"
"16302","233","1","126"
"16303","7928","7","25"
"16304","382","1","694"
"16305","361","1","138"
"16306","1193","7","213"
"16307","1195","3","428"
"16308","5120","7","37"
"16309","707","2","105"
"16310","460","2","413"
"16311","616","2","17"
"16312","171","1","431"
"16313","274","2","2"
"16314","1491","3","389"
"16315","403","2","330"
"16316","5745","13","63"
"16317","2193","5","119"
"16318","328","1","34"
"16319","404","1","217"
"16320","5629","6","171"
"16321","605","7","71"
"16322","327","2","0"
"16323","354","2","195"
"16324","429","3","127"
"16325","3598","12","46"
"16326","4827","24","5"
"16327","10731","16","13"
"16328","311","1","562"
"16329","1703","4","427"
"16330","634","7","17"
"16331","2038","6","431"
"16332","2010","11","27"
"16333","26627","22","7"
"16334","277","1","491"
"16335","2774","7","551"
"16336","3518","4","420"
"16337","151","1","36"
"16338","215","1","156"
"16339","110","1","283"
"16340","1526","3","106"
"16341","3851","7","24"
"16342","322","4","74"
"16343","687","3","15"
"16344","842","4","157"
"16345","1199","2","43"
"16346","225","1","384"
"16347","3509","11","10"
"16348","1798","8","31"
"16349","54","1","290"
"16350","2254","9","20"
"16351","3330","13","332"
"16352","494","2","17"
"16353","9999","38","3"
"16354","1130","5","62"
"16355","416","1","374"
"16356","416","6","197"
"16357","868","4","32"
"16358","2920","5","0"
"16359","2698","16","6"
"16360","3513","6","4"
"16361","897","4","9"
"16362","947","6","31"
"16363","109","1","52"
"16364","707","2","11"
"16365","3307","15","17"
"16366","1548","4","18"
"16367","1362","3","36"
"16368","640","3","1"
"16369","2665","7","17"
"16370","1321","4","81"
"16371","157","1","448"
"16372","1329","5","32"
"16373","309","2","381"
"16374","1771","5","65"
"16375","104","2","469"
"16376","987","2","8"
"16377","1308","2","266"
"16378","363","3","246"
"16379","2157","4","3"
"16380","1781","1","60"
"16381","259","2","395"
"16382","353","2","407"
"16383","2975","7","74"
"16384","1359","4","89"
"16385","1031","5","59"
"16386","1103","3","28"
"16387","919","5","322"
"16388","186","1","653"
"16389","1382","4","52"
"16390","468","3","536"
"16391","1104","4","400"
"16392","763","3","269"
"16393","5562","23","1"
"16394","1555","5","56"
"16395","3538","14","60"
"16396","138","1","475"
"16397","128","1","627"
"16398","1706","2","153"
"16399","642","3","18"
"16400","3159","9","94"
"16401","6849","23","0"
"16402","511","2","264"
"16403","178","1","311"
"16404","443","1","69"
"16405","167","2","301"
"16406","553","3","18"
"16407","2822","14","12"
"16408","232","1","590"
"16409","5709","12","35"
"16410","130","1","733"
"16411","910","4","18"
"16412","647","5","53"
"16413","529","2","56"
"16414","560","5","21"
"16415","719","3","43"
"16416","2973","9","26"
"16417","36","1","492"
"16418","1102","5","44"
"16419","1487","8","112"
"16420","75","1","395"
"16421","526","3","375"
"16422","63651","109","16"
"16423","346","1","24"
"16424","443","2","190"
"16425","303","1","301"
"16426","1908","10","1"
"16427","241","2","262"
"16428","660","3","413"
"16429","285","1","105"
"16430","1118","7","56"
"16431","643","3","212"
"16432","287","1","63"
"16433","385","2","27"
"16434","2742","12","28"
"16435","1012","3","511"
"16436","329","3","667"
"16437","301","2","380"
"16438","798","5","5"
"16439","311","1","721"
"16440","3857","6","7"
"16441","1034","5","66"
"16442","899","5","1"
"16443","162","1","520"
"16444","3657","17","45"
"16445","603","4","33"
"16446","168473","2","0"
"16447","775","3","135"
"16448","368","2","197"
"16449","708","2","197"
"16450","1506","3","149"
"16451","1013","3","87"
"16452","332","2","630"
"16453","252","2","530"
"16454","31","4","44"
"16455","4384","11","63"
"16456","6863","13","98"
"16457","208","1","217"
"16458","5715","30","2"
"16459","72","1","729"
"16460","815","3","27"
"16461","1615","3","177"
"16462","136","3","73"
"16463","1422","4","20"
"16464","1315","3","19"
"16465","746","2","420"
"16466","3839","15","33"
"16467","2869","7","508"
"16468","788","3","73"
"16469","829","5","23"
"16470","2459","11","51"
"16471","1190","4","274"
"16472","790","2","433"
"16473","471","4","164"
"16474","1872","7","6"
"16475","544","4","87"
"16476","350","1","431"
"16477","4320","11","63"
"16478","331","3","24"
"16479","301","2","9"
"16480","769","1","75"
"16481","453","1","681"
"16482","221","1","15"
"16483","139","1","191"
"16484","404","2","173"
"16485","2295","5","76"
"16486","134","1","537"
"16487","209","2","576"
"16488","499","3","32"
"16489","304","2","379"
"16490","205","1","435"
"16491","1533","2","46"
"16492","386","1","540"
"16493","2132","7","79"
"16494","827","1","296"
"16495","684","3","2"
"16496","2331","6","8"
"16497","6695","23","49"
"16498","101","2","160"
"16499","2578","8","359"
"16500","844","9","4"
"16501","1237","1","382"
"16502","267","2","619"
"16503","3614","11","106"
"16504","484","1","24"
"16505","778","1","31"
"16506","90","2","19"
"16507","153","1","571"
"16508","249","1","629"
"16509","364","1","296"
"16510","2100","6","371"
"16511","1819","6","21"
"16513","875","4","4"
"16515","3216","10","51"
"16516","102","1","29"
"16517","163","1","276"
"16518","959","4","60"
"16519","556","4","24"
"16520","2483","6","185"
"16521","1148","3","414"
"16522","433","2","435"
"16523","11916","28","1"
"16524","308","2","445"
"16525","24583","48","1"
"16526","717","2","171"
"16527","1272","2","80"
"16528","244","1","3"
"16529","2012","4","189"
"16530","48","1","667"
"16531","2298","11","21"
"16532","8757","5","17"
"16533","1096","3","18"
"16534","636","1","641"
"16535","1002","3","4"
"16536","549","1","109"
"16537","23","1","640"
"16538","400","3","540"
"16539","3732","10","2"
"16540","227","1","413"
"16541","424","1","734"
"16542","257","2","53"
"16543","292","1","591"
"16544","377","4","519"
"16545","690","2","164"
"16546","5606","5","290"
"16547","112","1","545"
"16548","30","1","598"
"16549","13182","34","9"
"16550","9435","18","108"
"16551","2237","7","95"
"16552","475","2","242"
"16553","16644","33","162"
"16554","2842","8","41"
"16555","1916","6","34"
"16556","8013","17","66"
"16557","282","2","23"
"16558","13874","38","0"
"16559","185","1","396"
"16560","3048","8","26"
"16561","511","2","5"
"16562","224","1","476"
"16563","4423","6","53"
"16564","88","1","568"
"16565","773","4","363"
"16566","615","5","14"
"16567","866","2","193"
"16568","1021","2","427"
"16569","1455","5","2"
"16570","7434","20","14"
"16571","4249","10","26"
"16572","1010","3","126"
"16573","664","2","84"
"16574","1302","3","70"
"16576","541","2","419"
"16577","380","1","666"
"16578","157","1","625"
"16579","295","1","425"
"16581","106","1","182"
"16582","314","1","112"
"16583","531","2","373"
"16584","3164","5","79"
"16585","342","2","593"
"16586","1463","3","248"
"16587","225","1","231"
"16588","1361","4","385"
"16589","612","4","70"
"16590","606","2","400"
"16591","214","1","68"
"16592","7808","28","3"
"16593","1071","8","50"
"16594","181","1","74"
"16595","1810","5","60"
"16596","580","4","15"
"16597","90","1","3"
"16598","145","1","285"
"16599","173","1","385"
"16600","2153","13","3"
"16601","684","3","40"
"16602","763","2","35"
"16603","482","2","74"
"16604","432","2","562"
"16605","60","1","723"
"16606","358","2","403"
"16607","5707","25","17"
"16608","1289","2","453"
"16609","5493","7","14"
"16610","76","1","218"
"16611","1785","6","185"
"16612","3245","9","32"
"16613","619","1","69"
"16614","1180","3","182"
"16615","292","1","625"
"16616","500","2","14"
"16617","152","1","235"
"16618","2648","5","30"
"16619","1938","4","263"
"16620","1759","6","3"
"16621","813","4","51"
"16622","225","1","543"
"16623","1015","4","245"
"16624","811","2","80"
"16625","1654","5","274"
"16626","4413","17","0"
"16627","323","1","78"
"16628","2318","7","29"
"16629","418","2","73"
"16630","107","1","406"
"16631","1893","7","481"
"16632","406","2","485"
"16633","2883","6","16"
"16634","1815","6","222"
"16635","473","1","406"
"16636","3802","4","437"
"16637","1154","4","31"
"16638","2431","15","22"
"16639","1748","4","30"
"16640","179","1","397"
"16641","555","2","105"
"16642","1077","3","4"
"16643","923","2","245"
"16644","834","2","177"
"16645","160","1","735"
"16646","679","1","448"
"16647","542","4","169"
"16648","673","3","42"
"16649","307","1","519"
"16650","1916","7","71"
"16651","136","1","586"
"16652","17550","16","58"
"16653","1213","2","15"
"16654","1711","8","140"
"16655","6548","13","17"
"16656","16833","30","21"
"16657","934","4","9"
"16658","814","6","367"
"16659","39","1","188"
"16660","1880","7","15"
"16661","987","4","539"
"16662","164","1","393"
"16663","165","1","728"
"16664","109","1","568"
"16665","135","1","361"
"16666","226","2","18"
"16667","570","2","67"
"16668","862","13","14"
"16669","1375","3","23"
"16670","8030","20","16"
"16671","1692","3","27"
"16672","8135","20","1"
"16673","189","1","678"
"16674","320","2","54"
"16675","609","2","441"
"16676","2362","6","33"
"16677","881","2","410"
"16678","3110","12","2"
"16679","793","3","365"
"16680","821","3","42"
"16681","1922","7","72"
"16682","1028","5","4"
"16683","320","1","533"
"16684","147143","55","3"
"16685","324","2","60"
"16686","5071","16","46"
"16687","158","1","390"
"16688","1261","4","0"
"16689","423","2","75"
"16690","353","4","71"
"16691","179","2","417"
"16692","1915","4","255"
"16693","1199","5","68"
"16694","98","1","722"
"16695","193","2","561"
"16696","658","4","134"
"16697","113","1","240"
"16698","1998","2","226"
"16699","995","7","379"
"16700","9168","25","8"
"16701","9917","26","8"
"16702","1111","4","414"
"16704","696","2","617"
"16705","43515","42","0"
"16706","531","3","36"
"16707","551","4","399"
"16708","657","1","45"
"16709","9087","14","84"
"16710","6349","22","18"
"16711","2868","9","2"
"16712","4267","13","8"
"16713","14561","32","18"
"16714","1530","4","218"
"16715","626","2","77"
"16716","2150","3","266"
"16717","6986","14","23"
"16718","3648","5","368"
"16719","3973","14","14"
"16720","795","3","25"
"16721","292","1","261"
"16722","8989","22","16"
"16723","1302","4","90"
"16724","147","1","404"
"16725","1882","14","301"
"16726","2088","7","25"
"16727","1437","4","363"
"16728","1055","4","45"
"16729","7240","21","37"
"16730","743","3","51"
"16731","174","1","647"
"16732","4388","4","31"
"16733","260","1","529"
"16734","651","3","51"
"16735","6271","14","78"
"16736","2957","5","505"
"16737","835","2","52"
"16738","4","1","297"
"16739","786","2","176"
"16740","237","1","394"
"16741","173","1","624"
"16742","2853","14","46"
"16743","4253","14","28"
"16744","1305","7","10"
"16745","7194","17","86"
"16746","18066","42","4"
"16747","836","2","37"
"16748","3637","14","17"
"16749","4387","2","590"
"16750","624","5","44"
"16751","1765","1","30"
"16752","415","1","372"
"16753","224","1","57"
"16754","67502","29","371"
"16755","2901","7","113"
"16756","1312","7","214"
"16757","270","2","318"
"16758","369","1","64"
"16759","790","3","7"
"16760","228","1","429"
"16761","317","1","96"
"16762","1501","3","19"
"16763","965","2","198"
"16764","2799","13","3"
"16765","455","2","293"
"16766","1146","2","272"
"16767","8074","15","30"
"16768","1708","9","47"
"16769","1142","4","259"
"16770","1932","9","57"
"16771","3968","10","32"
"16772","3724","3","422"
"16773","421","3","56"
"16774","1594","8","67"
"16775","3057","16","9"
"16776","620","2","59"
"16777","1308","5","79"
"16778","246","2","73"
"16779","33268","53","1"
"16780","606","3","99"
"16781","934","2","371"
"16782","10438","38","9"
"16783","392","1","436"
"16784","897","5","19"
"16785","534","1","409"
"16786","52","1","393"
"16787","1035","4","397"
"16788","1950","5","122"
"16789","81","1","7"
"16790","1546","6","3"
"16791","4039","15","28"
"16792","623","5","281"
"16793","244","1","56"
"16794","2091","15","0"
"16795","2492","3","364"
"16796","306","1","88"
"16797","1828","5","392"
"16798","849","3","553"
"16799","496","2","431"
"16800","1201","1","10"
"16801","1620","4","162"
"16802","583","2","678"
"16803","332","1","64"
"16804","537","3","22"
"16805","1097","5","173"
"16806","801","4","102"
"16807","2124","6","142"
"16808","288","2","98"
"16809","1727","9","22"
"16810","842","2","191"
"16811","547","2","4"
"16812","2392","4","360"
"16813","1693","10","7"
"16814","12500","36","13"
"16815","411","2","453"
"16816","417","4","102"
"16817","2805","13","2"
"16818","3350","11","10"
"16819","183","2","464"
"16820","498","1","95"
"16821","113","1","381"
"16822","181","1","685"
"16823","2260","7","226"
"16824","686","3","15"
"16825","1827","5","38"
"16826","342","1","50"
"16827","392","5","392"
"16828","129","2","92"
"16829","513","2","156"
"16830","1208","4","38"
"16831","92","1","564"
"16832","418","5","183"
"16833","2409","6","0"
"16834","899","2","227"
"16835","1538","6","127"
"16836","782","4","39"
"16837","3171","11","30"
"16838","1160","4","196"
"16839","22310","44","8"
"16840","140","2","602"
"16841","4006","12","36"
"16842","1264","3","100"
"16843","19571","35","42"
"16844","614","2","562"
"16845","254","1","617"
"16846","842","3","49"
"16847","615","2","42"
"16848","1412","4","52"
"16849","125","1","186"
"16850","332","1","333"
"16851","342","3","3"
"16852","145","2","9"
"16854","1409","2","416"
"16855","328","2","23"
"16856","358","3","14"
"16857","353","1","442"
"16858","4668","10","368"
"16859","1932","7","144"
"16860","1611","3","452"
"16861","947","5","59"
"16862","662","4","546"
"16863","999","3","30"
"16864","409","2","433"
"16865","131","1","401"
"16866","208","3","140"
"16867","77","1","689"
"16868","393","3","393"
"16869","825","4","22"
"16870","450","1","468"
"16871","2812","6","21"
"16872","1213","6","76"
"16873","14617","12","4"
"16874","218","1","378"
"16875","4235","11","66"
"16876","136","1","403"
"16877","854","6","11"
"16878","13","1","83"
"16880","1841","8","30"
"16881","432","1","66"
"16882","705","3","66"
"16883","2397","19","186"
"16884","1074","4","37"
"16885","711","4","14"
"16886","134","1","455"
"16887","661","3","34"
"16888","437","3","400"
"16889","2531","6","194"
"16890","285","3","476"
"16891","2057","11","1"
"16892","762","7","0"
"16893","402","2","366"
"16894","1324","3","501"
"16895","1121","5","64"
"16896","104","1","554"
"16897","290","2","298"
"16898","1016","5","25"
"16899","1721","8","7"
"16900","887","3","16"
"16901","204","1","728"
"16902","1707","1","115"
"16903","1062","3","28"
"16904","5132","21","3"
"16905","5034","17","4"
"16906","1449","7","81"
"16907","1708","9","28"
"16908","253","1","721"
"16909","379","1","71"
"16910","1510","8","3"
"16911","255","2","635"
"16912","4480","15","28"
"16913","424","3","289"
"16914","208","1","35"
"16915","1543","11","8"
"16916","1123","4","23"
"16917","1858","2","276"
"16918","3213","16","49"
"16919","5126","24","155"
"16920","355","1","410"
"16921","447","3","60"
"16922","611","1","572"
"16923","13378","32","11"
"16924","847","3","20"
"16925","126","1","539"
"16926","1421","5","370"
"16927","543","3","115"
"16928","4113","29","79"
"16929","1295","7","3"
"16930","381","3","25"
"16931","5234","23","4"
"16932","441","3","52"
"16933","3181","9","0"
"16934","2111","6","54"
"16935","535","3","381"
"16936","551","2","25"
"16937","202","1","498"
"16938","7043","9","8"
"16939","449","3","488"
"16940","6428","8","51"
"16941","33","1","611"
"16942","1921","9","12"
"16943","1299","5","211"
"16944","101","1","609"
"16945","8548","33","21"
"16946","1222","5","382"
"16947","955","5","235"
"16948","869","7","138"
"16949","1286","6","3"
"16950","3784","10","56"
"16951","1278","3","134"
"16952","799","5","108"
"16953","21","1","29"
"16954","6082","20","0"
"16955","1309","6","184"
"16956","309","1","17"
"16957","417","2","238"
"16958","809","1","434"
"16959","117","1","86"
"16960","2043","8","38"
"16961","795","3","115"
"16962","251","1","409"
"16963","111","1","186"
"16964","208","2","732"
"16965","201","1","226"
"16966","2155","7","7"
"16967","319","1","188"
"16968","439","2","3"
"16969","650","3","38"
"16970","71","1","625"
"16971","357","1","37"
"16972","786","2","382"
"16973","127","1","385"
"16974","366","2","522"
"16975","926","3","422"
"16976","252","1","266"
"16977","496","4","394"
"16978","769","3","77"
"16979","2860","9","3"
"16980","1473","3","254"
"16982","384","1","60"
"16983","3710","11","12"
"16984","10755","9","87"
"16985","10923","23","16"
"16986","4889","11","29"
"16987","2536","11","2"
"16988","383","2","4"
"16989","1133","6","6"
"16990","344","2","218"
"16991","1041","1","420"
"16992","5477","13","10"
"16993","1951","2","463"
"16996","2124","9","29"
"16997","702","3","287"
"16998","402","5","149"
"16999","485","2","22"
"17000","406","2","395"
"17001","6641","19","0"
"17002","2572","7","85"
"17003","830","4","401"
"17004","2425","4","45"
"17005","742","2","470"
"17006","1636","8","4"
"17007","1120","7","50"
"17008","81","1","428"
"17009","242","1","550"
"17010","195","1","17"
"17011","672","3","29"
"17012","384","1","724"
"17014","586","3","7"
"17015","1843","3","28"
"17016","552","1","576"
"17017","14111","29","2"
"17018","2288","6","40"
"17019","4012","11","10"
"17020","936","2","541"
"17021","1182","6","441"
"17022","260","2","30"
"17023","800","3","416"
"17024","96","3","44"
"17025","1511","5","60"
"17026","209","3","184"
"17027","1327","9","78"
"17028","1594","3","580"
"17029","2137","7","110"
"17030","147","1","63"
"17031","2774","6","11"
"17032","3005","8","547"
"17033","1333","4","85"
"17034","1284","5","15"
"17035","614","4","245"
"17036","177","1","382"
"17037","1267","1","87"
"17038","743","2","29"
"17039","1955","1","603"
"17040","463","2","137"
"17041","1686","6","26"
"17042","1044","5","2"
"17043","2617","8","31"
"17044","11962","12","24"
"17045","828","5","112"
"17046","1906","5","156"
"17047","2289","6","84"
"17048","2072","7","117"
"17049","9947","19","2"
"17050","4692","11","95"
"17051","714","4","193"
"17052","414","1","27"
"17053","498","1","130"
"17054","1356","5","27"
"17055","240","1","445"
"17056","129","1","737"
"17057","295","1","595"
"17058","1180","3","81"
"17059","5603","9","29"
"17060","234","1","265"
"17061","5232","11","73"
"17062","1208","6","313"
"17063","3639","13","20"
"17064","859","3","58"
"17065","195","2","637"
"17066","228","1","725"
"17067","455","3","724"
"17068","9161","47","11"
"17069","5794","14","27"
"17070","445","2","113"
"17071","3801","13","27"
"17072","282","1","624"
"17073","1446","4","17"
"17074","203","1","562"
"17075","2242","10","17"
"17076","1243","6","35"
"17077","306","1","577"
"17078","378","2","35"
"17079","119","1","77"
"17080","958","7","21"
"17081","964","6","24"
"17082","4732","6","32"
"17083","4050","9","108"
"17084","5203","3","34"
"17085","7891","28","122"
"17086","2050","6","6"
"17087","222","1","737"
"17088","1991","4","27"
"17089","128","1","385"
"17090","3149","13","3"
"17091","7811","19","2"
"17092","5595","11","49"
"17093","236","1","592"
"17094","402","2","321"
"17095","2572","7","22"
"17096","3759","11","14"
"17097","1340","9","1"
"17098","591","3","381"
"17099","582","1","532"
"17100","972","2","17"
"17101","2507","7","9"
"17102","26","1","261"
"17103","424","1","721"
"17104","474","1","423"
"17105","666","2","158"
"17106","491","1","388"
"17107","16075","10","32"
"17108","175","1","663"
"17109","1295","8","28"
"17110","511","3","164"
"17111","477","2","46"
"17112","205","1","502"
"17113","2323","6","573"
"17114","809","8","5"
"17115","2761","7","7"
"17116","390","1","647"
"17117","116","1","287"
"17118","157","1","317"
"17119","607","2","2"
"17120","307","1","232"
"17121","315","1","402"
"17122","571","4","118"
"17123","977","3","161"
"17124","299","1","184"
"17125","259","1","49"
"17126","2070","9","151"
"17127","1155","5","428"
"17128","157","1","334"
"17129","32","1","519"
"17131","2463","5","4"
"17132","1273","2","451"
"17133","14622","12","15"
"17134","637","3","106"
"17135","1954","10","15"
"17136","232","1","661"
"17137","1134","6","415"
"17138","4417","7","275"
"17139","19584","25","15"
"17140","465","1","246"
"17141","754","4","417"
"17142","1284","4","238"
"17143","924","2","416"
"17144","985","2","0"
"17145","3121","4","512"
"17146","5860","13","105"
"17147","3200","9","22"
"17148","125","1","51"
"17149","143","1","450"
"17150","1376","6","376"
"17151","232","1","734"
"17152","2017","4","194"
"17153","214","1","23"
"17154","329","1","74"
"17155","892","7","17"
"17156","592","1","491"
"17157","5152","19","7"
"17158","1980","5","31"
"17159","2100","5","21"
"17160","10209","17","30"
"17161","856","1","443"
"17162","1715","10","28"
"17163","700","4","21"
"17164","2467","7","32"
"17165","1794","6","283"
"17166","206","2","38"
"17167","867","3","379"
"17168","400","1","498"
"17169","1157","3","57"
"17170","179","2","373"
"17171","385","2","288"
"17172","957","3","78"
"17173","3767","8","4"
"17174","60","1","217"
"17175","1444","4","43"
"17176","902","3","201"
"17177","120","1","504"
"17178","437","1","730"
"17179","1507","6","177"
"17180","2257","11","55"
"17181","465","3","56"
"17182","321","2","422"
"17183","3347","6","7"
"17184","198","2","568"
"17185","229","3","591"
"17186","144","2","46"
"17187","468","2","226"
"17188","4593","13","10"
"17189","958","5","105"
"17190","1743","7","58"
"17191","4836","15","27"
"17192","78","1","535"
"17193","2310","9","35"
"17194","813","3","273"
"17195","563","1","654"
"17196","353","1","427"
"17197","1013","1","29"
"17198","1214","3","23"
"17199","145","1","581"
"17200","357","4","386"
"17201","1242","4","53"
"17202","161","1","420"
"17203","5576","10","35"
"17204","5505","9","174"
"17205","999","3","53"
"17206","204","1","52"
"17207","303","1","651"
"17208","115","1","395"
"17209","612","3","648"
"17210","253","1","392"
"17211","4047","13","26"
"17212","794","3","252"
"17213","5182","13","39"
"17214","1069","6","59"
"17215","186","1","463"
"17216","65","1","553"
"17217","218","2","233"
"17218","4193","18","3"
"17219","259","2","31"
"17220","4482","21","23"
"17221","979","5","6"
"17222","1605","6","64"
"17223","874","3","309"
"17224","101","1","500"
"17225","131","1","581"
"17226","900","3","308"
"17227","2022","12","18"
"17228","3177","13","15"
"17229","319","2","95"
"17230","9925","18","263"
"17231","7197","25","11"
"17232","422","2","2"
"17233","561","3","34"
"17234","150","1","182"
"17235","1905","8","24"
"17236","1929","12","12"
"17237","1002","4","10"
"17238","7783","32","2"
"17239","1189","4","312"
"17240","131","1","595"
"17241","2744","12","384"
"17242","2889","5","107"
"17243","20890","69","0"
"17244","1826","5","52"
"17245","372","2","204"
"17246","39","2","546"
"17247","282","1","14"
"17248","546","2","119"
"17249","68","1","428"
"17250","385","2","3"
"17251","812","3","362"
"17252","354","2","116"
"17253","178","1","17"
"17254","471","3","4"
"17255","799","4","40"
"17256","499","5","106"
"17257","193","2","435"
"17258","417","2","396"
"17259","1889","6","147"
"17260","121","1","410"
